college_name,score_type,seat_type,branch,max,min,Max Rank,Min Rank
"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,ST,Computer Engineering,68.2985361,68.2985361,95103,95103
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,71.197687,66.0248119,86406,101924
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,ST,Computer Engineering,67.9791157,67.9791157,96061,96061
"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",MHT-CET,OPEN,Information Technology,72.4718017,64.886326,82583,105340
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,SC,Computer Engineering,70.9370842,64.4979119,87188,106505
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,MI,Electronics and Telecommunication Engg,67.7143135,67.7143135,96856,96856
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OPEN,Information Technology,72.7702415,61.4673542,81688,115597
"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,ST,Information Technology,80.9167266,44.986801,57249,165039
"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Electrical Engineering,81.6350139,56.3628587,55094,130910
"New Horizon Institute of Technology & Management, Thane",MHT-CET,OPEN,Computer Engineering,67.4824177,67.4824177,97552,97552
"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,ST,Information Technology,75.4846987,59.4192464,73545,121741
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,MI,Computer Engineering,88.1677532,49.4442605,35495,151666
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",MHT-CET,OPEN,Information Technology,75.6487214,63.7147595,73053,108855
"A. P. Shah Institute of Technology, Thane",MHT-CET,OPEN,Information Technology,75.6049358,59.4192464,73184,121741
"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,77.9458986,54.124615,66161,137625
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OBC,Computer Engineering,67.1125395,67.1125395,98661,98661
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,76.6964455,59.4192464,69909,121741
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,ST,Computer Engineering,69.5290454,64.886326,91412,105340
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,ST,Computer Engineering,92.9996682,48.1419882,21000,155573
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OBC,Computer Engineering,66.8137813,66.8137813,99557,99557
"A. P. Shah Institute of Technology, Thane",MHT-CET,MI,Information Technology,86.3122546,52.2301039,41062,143309
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,66.5894149,66.5894149,100231,100231
"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,74.1753429,59.4192464,77473,121741
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,66.2395008,66.2395008,101280,101280
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,66.2117981,66.2117981,101363,101363
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,OBC,Computer Engineering,74.2012741,57.6946774,77395,126915
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OBC,Computer Engineering,67.7143135,64.0609282,96856,107816
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OPEN,Information Technology,77.0666918,55.2181517,68799,134344
"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,MI,Electronics and Telecommunication Engg,66.8137813,64.7353734,99557,105793
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,69.3871747,63.050238,91837,110848
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,ST,Computer Engineering,65.7244332,65.7244332,102826,102826
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,65.7244332,65.7244332,102826,102826
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,66.2117981,65.2657662,101363,104202
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OBC,Computer Engineering,65.5958943,65.5958943,103211,103211
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,78.482599,57.2112851,64551,128365
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,SC,Computer Engineering,65.2657662,65.2657662,104202,104202
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,ST,Computer Engineering,65.2400587,65.2400587,104279,104279
"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,72.4718017,57.6946774,82583,126915
"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",MHT-CET,MI-MH,Electronics and Telecommunication Engg,76.5571858,59.5292331,70327,121411
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OBC,Information Technology,64.7353734,64.7353734,105793,105793
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,64.7353734,64.7353734,105793,105793
"Usha Mittal Institute of Technology SNDT  Women's University, Mumbai",MHT-CET,ST,Computer Engineering,88.3304859,18.840167,35007,243479
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OPEN,Computer Engineering,76.9900203,55.257059,69029,134228
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,64.4979119,64.4979119,106505,106505
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,64.4979119,64.4979119,106505,106505
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,64.7353734,63.7147595,105793,108855
"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,MI,Information Technology,87.985064,42.0206383,36043,173937
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",MHT-CET,OPEN,Information Technology,64.4979119,63.7147595,106505,108855
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,64.0609282,64.0609282,107816,107816
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,ST,Information Technology,64.0609282,64.0609282,107816,107816
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,64.0609282,64.0609282,107816,107816
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,SC,Information Technology,64.0172786,64.0172786,107947,107947
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,OBC,Information Technology,64.0075195,64.0075195,107976,107976
"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,69.6045087,57.0638559,91185,128807
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,OPEN,Computer Engineering,67.1125395,62.3954246,98661,112813
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OBC,Computer Engineering,64.7353734,63.050238,105793,110848
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,74.1161376,58.8113371,77650,123565
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,63.7147595,63.7147595,108855,108855
"Bharat College of Engineering, Kanhor, Badlapur(W)",MHT-CET,ST,Computer Engineering,63.5478045,63.5478045,109355,109355
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,69.0394836,58.8006082,92880,123597
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,73.5739966,58.8113371,79277,123565
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OPEN,Electrical Engineering,76.5571858,52.2301039,70327,143309
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,63.050238,63.050238,110848,110848
"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",MHT-CET,ST,Computer Engineering,63.050238,63.050238,110848,110848
"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,OBC,Computer Engineering,68.5714285,57.6946774,94285,126915
"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,62.3799839,62.3799839,112859,112859
"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,OPEN,Computer Engineering,72.6414198,54.1664697,82075,137500
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OPEN,Electrical Engineering,87.5451435,42.0206383,37363,173937
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,74.1161376,52.8246408,77650,141525
"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,72.9031949,51.9313711,81289,144205
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,63.088298,60.7344231,110734,117796
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,SC,Information Technology,61.6697194,61.6697194,114990,114990
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,OPEN,Information Technology,61.6697194,61.6697194,114990,114990
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,69.3871747,56.8099848,91837,129569
"Bharat College of Engineering, Kanhor, Badlapur(W)",MHT-CET,ST,Computer Engineering,66.4465439,56.8099848,100659,129569
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,66.2395008,51.9313711,101280,144205
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,SC,Computer Engineering,64.886326,55.2181517,105340,134344
"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,MI-MH,Electrical Engineering,89.1304347,44.6471616,32607,166058
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",MHT-CET,MI,Computer Engineering,77.6308856,48.2601391,67106,155219
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,SC,Information Technology,60.7344231,60.7344231,117796,117796
"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,67.7143135,52.8246408,96856,141525
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,SC,Computer Engineering,60.5043241,60.5043241,118486,118486
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,83.1650789,7.4458997,50503,277662
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,75.6049358,53.926243,73184,138220
"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,ST,Computer Engineering,82.3877908,27.3337429,52835,217998
"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,64.0172786,52.8246408,107947,141525
"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,61.9054461,57.2112851,114283,128365
"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,64.4979119,56.3628587,106505,130910
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,74.2260244,53.8866742,77321,138339
"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,SC,Information Technology,59.7201871,59.7201871,120838,120838
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",MHT-CET,OPEN,Electronics and Telecommunication Engg,70.8665527,44.7418375,87399,165774
"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,ST,Computer Engineering,74.1161376,44.986801,77650,165039
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,70.0988506,51.2600953,89702,146219
"Bharat College of Engineering, Kanhor, Badlapur(W)",MHT-CET,OBC,Computer Engineering,64.0609282,52.8246408,107816,141525
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,SC,Computer Engineering,59.4192464,59.4192464,121741,121741
"Bharat College of Engineering, Kanhor, Badlapur(W)",MHT-CET,ST,Computer Engineering,59.0639291,59.0639291,122807,122807
"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,59.0639291,59.0639291,122807,122807
"Bharat College of Engineering, Kanhor, Badlapur(W)",MHT-CET,OPEN,Computer Engineering,73.5739966,48.7700838,79277,153689
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,70.2135829,53.7302794,89358,138808
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,65.2657662,50.9996691,104202,147000
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,ST,Information Technology,58.8113371,58.8113371,123565,123565
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,58.8113371,58.8113371,123565,123565
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,OPEN,Computer Engineering,58.8113371,58.8113371,123565,123565
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,58.8006082,58.8006082,123597,123597
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,ST,Computer Engineering,58.8006082,58.8006082,123597,123597
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,64.7353734,43.3051128,105793,170084
"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,62.3799839,55.8902921,112859,132328
"Bharat College of Engineering, Kanhor, Badlapur(W)",MHT-CET,SC,Computer Engineering,63.7147595,54.5241174,108855,136427
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OPEN,Computer Engineering,66.8137813,51.2359011,99557,146291
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OPEN,Computer Engineering,63.5478045,54.124615,109355,137625
"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,OBC,Information Technology,57.9292585,57.9292585,126211,126211
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,SC,Computer Engineering,57.6946774,57.6946774,126915,126915
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,MI-MH,Electronics and Telecommunication Engg,59.4192464,56.8099848,121741,129569
"Bharat College of Engineering, Kanhor, Badlapur(W)",MHT-CET,SC,Computer Engineering,57.4413646,57.4413646,127675,127675
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,SC,Computer Engineering,57.4413646,57.4413646,127675,127675
"New Horizon Institute of Technology & Management, Thane",MHT-CET,OBC,Computer Engineering,57.4413646,57.4413646,127675,127675
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,57.9292585,56.7650587,126211,129704
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",MHT-CET,OPEN,Electronics and Telecommunication Engg,76.5571858,46.941483,70327,159175
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,ST,Computer Engineering,57.2112851,57.2112851,128365,128365
"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",MHT-CET,MI,Information Technology,86.3666603,34.1210946,40899,197636
